yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 0.000000, obstacle steering: inf, steer: 0.000000, speed: 10.000000
 yellow line angle: -0.265954, obstacle angle: 0.279252, obstacle dist: 18.937912, obstacle steering: -0.094220, steer: -0.095605, speed: 80.000000
 yellow line angle: -0.269751, obstacle angle: 0.279252, obstacle dist: 18.911602, obstacle steering: -0.094058, steer: -0.098195, speed: 80.000000
 yellow line angle: -0.273501, obstacle angle: 0.279252, obstacle dist: 18.914995, obstacle steering: -0.096648, steer: -0.100680, speed: 80.000000
 yellow line angle: -0.276378, obstacle angle: 0.279252, obstacle dist: 18.968090, obstacle steering: -0.099137, steer: -0.101311, speed: 80.000000
 yellow line angle: -0.278502, obstacle angle: 0.279252, obstacle dist: 19.004841, obstacle steering: -0.099772, steer: -0.102008, speed: 80.000000
 yellow line angle: -0.278893, obstacle angle: 0.287979, obstacle dist: 18.861343, obstacle steering: -0.099994, steer: -0.100311, speed: 80.000000
 yellow line angle: -0.278206, obstacle angle: 0.287979, obstacle dist: 18.934929, obstacle steering: -0.098306, steer: -0.099655, speed: 80.000000
 yellow line angle: -0.276735, obstacle angle: 0.287979, obstacle dist: 19.031435, obstacle steering: -0.097659, steer: -0.099377, speed: 80.000000
 yellow line angle: -0.274695, obstacle angle: 0.287979, obstacle dist: 19.079346, obstacle steering: -0.097387, steer: -0.099379, speed: 80.000000
 yellow line angle: -0.274034, obstacle angle: 0.296706, obstacle dist: 18.974735, obstacle steering: -0.096917, steer: -0.103617, speed: 80.000000
 yellow line angle: -0.271824, obstacle angle: 0.296706, obstacle dist: 19.104134, obstacle steering: -0.101172, steer: -0.101596, speed: 80.000000
 yellow line angle: -0.267870, obstacle angle: 0.296706, obstacle dist: 19.215929, obstacle steering: -0.099165, steer: -0.099165, speed: 80.000000
 yellow line angle: -0.262705, obstacle angle: 0.296706, obstacle dist: 19.286463, obstacle steering: -0.096743, steer: -0.096743, speed: 80.000000
 yellow line angle: -0.257657, obstacle angle: 0.293215, obstacle dist: 19.167208, obstacle steering: -0.094489, steer: -0.097107, speed: 80.000000
 yellow line angle: -0.252909, obstacle angle: 0.305432, obstacle dist: 19.393806, obstacle steering: -0.094249, steer: -0.098038, speed: 80.000000
 yellow line angle: -0.247477, obstacle angle: 0.305432, obstacle dist: 19.473700, obstacle steering: -0.095191, steer: -0.096798, speed: 80.000000
 yellow line angle: -0.241631, obstacle angle: 0.314159, obstacle dist: 19.411892, obstacle steering: -0.093493, steer: -0.095957, speed: 80.000000
 yellow line angle: -0.236444, obstacle angle: 0.314159, obstacle dist: 19.586021, obstacle steering: -0.092681, steer: -0.097398, speed: 80.000000
 yellow line angle: -0.230108, obstacle angle: 0.322886, obstacle dist: 19.562866, obstacle steering: -0.093672, steer: -0.094894, speed: 80.000000
 yellow line angle: -0.222445, obstacle angle: 0.322886, obstacle dist: 19.644913, obstacle steering: -0.091184, steer: -0.091661, speed: 80.000000
 yellow line angle: -0.214956, obstacle angle: 0.322886, obstacle dist: 19.787302, obstacle steering: -0.087977, steer: -0.091426, speed: 80.000000
 yellow line angle: -0.207539, obstacle angle: 0.331612, obstacle dist: 19.803699, obstacle steering: -0.087305, steer: -0.090962, speed: 80.000000
 yellow line angle: -0.200333, obstacle angle: 0.331612, obstacle dist: 19.867340, obstacle steering: -0.086854, steer: -0.090784, speed: 80.000000
 yellow line angle: -0.192929, obstacle angle: 0.331612, obstacle dist: 19.965954, obstacle steering: -0.086696, steer: -0.089693, speed: 80.000000
 yellow line angle: 0.027584, obstacle angle: 0.104720, obstacle dist: 19.486727, obstacle steering: -0.001205, steer: 0.006251, speed: 80.000000
 yellow line angle: 0.024624, obstacle angle: 0.104720, obstacle dist: 18.410381, obstacle steering: -0.001641, steer: 0.006251, speed: 80.000000
 yellow line angle: 0.021019, obstacle angle: 0.113446, obstacle dist: 17.377258, obstacle steering: -0.001608, steer: 0.006251, speed: 80.000000
 yellow line angle: 0.018414, obstacle angle: 0.113446, obstacle dist: 16.261135, obstacle steering: -0.002147, steer: 0.006251, speed: 80.000000
 yellow line angle: 0.013520, obstacle angle: 0.130900, obstacle dist: 15.149040, obstacle steering: -0.001611, steer: -0.003294, speed: 80.000000
 yellow line angle: 0.010986, obstacle angle: 0.130900, obstacle dist: 13.948969, obstacle steering: -0.011832, steer: -0.003294, speed: 80.000000
 yellow line angle: 0.008003, obstacle angle: 0.139626, obstacle dist: 12.867420, obstacle steering: -0.011871, steer: -0.011871, speed: 80.000000
 yellow line angle: 0.007002, obstacle angle: 0.148353, obstacle dist: 11.795977, obstacle steering: -0.020488, steer: -0.011871, speed: 80.000000
 yellow line angle: 0.006498, obstacle angle: 0.165806, obstacle dist: 10.688623, obstacle steering: -0.019748, steer: -0.011871, speed: 80.000000
 yellow line angle: 0.006796, obstacle angle: 0.191986, obstacle dist: 9.622841, obstacle steering: -0.017900, steer: -0.011871, speed: 80.000000
 yellow line angle: 0.007564, obstacle angle: 0.226893, obstacle dist: 8.520767, obstacle steering: -0.014583, steer: -0.011871, speed: 80.000000
 yellow line angle: 0.009533, obstacle angle: 0.270526, obstacle dist: 7.462459, obstacle steering: -0.009121, steer: -0.011871, speed: 80.000000
 yellow line angle: 0.012487, obstacle angle: 0.296706, obstacle dist: 6.414815, obstacle steering: -0.004590, steer: -0.011871, speed: 80.000000
 yellow line angle: 0.016868, obstacle angle: 0.331612, obstacle dist: 5.494563, obstacle steering: 0.002982, steer: 0.016610, speed: 80.000000
 yellow line angle: 0.014424, obstacle angle: -0.113446, obstacle dist: 18.963551, obstacle steering: 0.011396, steer: 0.011396, speed: 80.000000
 yellow line angle: 0.011701, obstacle angle: -0.113446, obstacle dist: 17.926022, obstacle steering: 0.019014, steer: 0.019014, speed: 80.000000
 yellow line angle: 0.007121, obstacle angle: -0.130900, obstacle dist: 16.846924, obstacle steering: 0.026083, steer: 0.019014, speed: 80.000000
 yellow line angle: 0.001932, obstacle angle: -0.148353, obstacle dist: 15.756392, obstacle steering: 0.025465, steer: 0.019014, speed: 80.000000
 yellow line angle: -0.004939, obstacle angle: -0.157080, obstacle dist: 14.593873, obstacle steering: 0.025381, steer: 0.019014, speed: 80.000000
 yellow line angle: -0.012926, obstacle angle: -0.165806, obstacle dist: 13.505688, obstacle steering: 0.025248, steer: 0.019014, speed: 80.000000
 yellow line angle: -0.021733, obstacle angle: -0.183259, obstacle dist: 12.425836, obstacle steering: 0.024385, steer: 0.019014, speed: 80.000000
 yellow line angle: -0.030810, obstacle angle: -0.218166, obstacle dist: 11.287314, obstacle steering: 0.021834, steer: 0.019014, speed: 80.000000
 yellow line angle: -0.040500, obstacle angle: -0.244346, obstacle dist: 10.247682, obstacle steering: 0.019566, steer: 0.019014, speed: 80.000000
 yellow line angle: -0.051206, obstacle angle: -0.287979, obstacle dist: 9.202553, obstacle steering: 0.014887, steer: 0.019014, speed: 80.000000
 yellow line angle: -0.063990, obstacle angle: -0.322886, obstacle dist: 8.084687, obstacle steering: 0.009999, steer: 0.019014, speed: 80.000000
 yellow line angle: -0.078418, obstacle angle: 0.043633, obstacle dist: 16.384674, obstacle steering: 0.006419, steer: 0.019014, speed: 80.000000
 yellow line angle: -0.092737, obstacle angle: 0.174533, obstacle dist: 18.312925, obstacle steering: 0.014893, steer: 0.019014, speed: 80.000000
 yellow line angle: -0.108001, obstacle angle: 0.174533, obstacle dist: 17.242453, obstacle steering: 0.014637, steer: 0.019014, speed: 80.000000
 yellow line angle: -0.123034, obstacle angle: 0.191986, obstacle dist: 16.124680, obstacle steering: 0.015416, steer: 0.019014, speed: 80.000000
 yellow line angle: -0.139465, obstacle angle: 0.191986, obstacle dist: 14.997288, obstacle steering: 0.015146, steer: 0.019014, speed: 80.000000
 yellow line angle: -0.155931, obstacle angle: 0.200713, obstacle dist: 13.966115, obstacle steering: 0.015485, steer: 0.019014, speed: 80.000000
 yellow line angle: -0.174264, obstacle angle: 0.218166, obstacle dist: 12.873765, obstacle steering: 0.016541, steer: 0.019014, speed: 80.000000
 yellow line angle: -0.193692, obstacle angle: 0.218166, obstacle dist: 11.780556, obstacle steering: 0.016312, steer: 0.019014, speed: 80.000000
 yellow line angle: -0.214343, obstacle angle: 0.244346, obstacle dist: 10.702388, obstacle steering: 0.018486, steer: 0.019014, speed: 80.000000
 yellow line angle: -0.236364, obstacle angle: 0.261799, obstacle dist: 9.599939, obstacle steering: 0.020243, steer: 0.019014, speed: 80.000000
 yellow line angle: -0.260517, obstacle angle: 0.287979, obstacle dist: 8.552987, obstacle steering: 0.023454, steer: 0.019014, speed: 80.000000
 yellow line angle: -0.288936, obstacle angle: 0.305432, obstacle dist: 7.463378, obstacle steering: 0.026441, steer: 0.019014, speed: 80.000000
 yellow line angle: -0.318934, obstacle angle: 0.322886, obstacle dist: 6.540011, obstacle steering: 0.030158, steer: 0.019014, speed: 80.000000
 yellow line angle: -0.437528, obstacle angle: 0.244346, obstacle dist: 17.688530, obstacle steering: -0.191064, steer: -0.191064, speed: 80.000000
 yellow line angle: -0.439932, obstacle angle: 0.244346, obstacle dist: 18.014006, obstacle steering: -0.191378, steer: -0.191378, speed: 80.000000
 yellow line angle: -0.425819, obstacle angle: 0.253073, obstacle dist: 18.188154, obstacle steering: -0.191209, steer: -0.191209, speed: 80.000000
 yellow line angle: -0.402023, obstacle angle: 0.270526, obstacle dist: 18.347561, obstacle steering: -0.190090, steer: -0.190090, speed: 80.000000
 yellow line angle: -0.369816, obstacle angle: 0.279252, obstacle dist: 18.868065, obstacle steering: -0.188540, steer: -0.188540, speed: 80.000000
 yellow line angle: -0.334733, obstacle angle: 0.287979, obstacle dist: 19.497318, obstacle steering: -0.186592, steer: -0.186592, speed: 80.000000
 yellow line angle: -0.259280, obstacle angle: 0.331612, obstacle dist: 19.914764, obstacle steering: -0.082494, steer: -0.082494, speed: 80.000000
 yellow line angle: -0.224953, obstacle angle: 0.305432, obstacle dist: 16.996147, obstacle steering: -0.079232, steer: -0.079232, speed: 80.000000
 yellow line angle: -0.198872, obstacle angle: 0.279252, obstacle dist: 15.122163, obstacle steering: -0.077298, steer: -0.077298, speed: 80.000000
 yellow line angle: -0.180122, obstacle angle: 0.253073, obstacle dist: 13.914559, obstacle steering: -0.077077, steer: -0.077077, speed: 80.000000
 yellow line angle: -0.165538, obstacle angle: 0.235619, obstacle dist: 12.892845, obstacle steering: -0.078192, steer: -0.078192, speed: 80.000000
 yellow line angle: -0.152083, obstacle angle: 0.226893, obstacle dist: 11.947689, obstacle steering: -0.080127, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: 0.226893, obstacle dist: 10.946071, obstacle steering: -0.082238, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: 0.226893, obstacle dist: 10.295213, obstacle steering: -0.082371, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: 0.226893, obstacle dist: 9.835963, obstacle steering: -0.082476, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: 0.226893, obstacle dist: 9.480129, obstacle steering: -0.082564, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: 0.218166, obstacle dist: 9.910698, obstacle steering: -0.083339, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: 0.218166, obstacle dist: 9.509013, obstacle steering: -0.083474, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: 0.218166, obstacle dist: 9.018848, obstacle steering: -0.083656, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: 0.218166, obstacle dist: 8.471493, obstacle steering: -0.083884, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: 0.209439, obstacle dist: 8.630283, obstacle steering: -0.084826, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: 0.209439, obstacle dist: 7.950987, obstacle steering: -0.085228, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: 0.200713, obstacle dist: 8.076206, obstacle steering: -0.086229, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: 0.200713, obstacle dist: 7.381420, obstacle steering: -0.086804, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: 0.200713, obstacle dist: 6.726979, obstacle steering: -0.087453, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: 0.200713, obstacle dist: 6.158244, obstacle steering: -0.088130, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: 0.191986, obstacle dist: 6.187188, obstacle steering: -0.089503, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: 0.139626, obstacle dist: 5.437871, obstacle steering: -0.100424, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: 0.095993, obstacle dist: 4.137197, obstacle steering: -0.117351, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: 0.016510, obstacle dist: 4.694705, obstacle steering: -0.129861, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 2.707507, obstacle steering: 0.008986, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 1.783142, obstacle steering: 0.055181, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 1.373736, obstacle steering: 0.095507, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 1.136367, obstacle steering: 0.132193, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 0.985118, obstacle steering: 0.164792, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 0.885209, obstacle steering: 0.192434, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 0.818633, obstacle steering: 0.214601, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 0.774311, obstacle steering: 0.231471, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 0.744413, obstacle steering: 0.243986, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 0.722665, obstacle steering: 0.253740, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 0.703465, obstacle steering: 0.262852, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 0.681582, obstacle steering: 0.273864, steer: -0.080127, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 0.000000, obstacle steering: inf, steer: 0.000000, speed: 80.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 0.000000, obstacle steering: inf, steer: 0.000000, speed: 90.000000
 yellow line angle: -0.263019, obstacle angle: 0.331612, obstacle dist: 17.963528, obstacle steering: -0.094338, steer: -0.099343, speed: 90.000000
 yellow line angle: -0.267965, obstacle angle: 0.331612, obstacle dist: 17.986065, obstacle steering: -0.094806, steer: -0.105712, speed: 90.000000
 yellow line angle: -0.272160, obstacle angle: 0.331612, obstacle dist: 17.900654, obstacle steering: -0.101153, steer: -0.106892, speed: 90.000000
 yellow line angle: -0.276362, obstacle angle: 0.322886, obstacle dist: 17.992655, obstacle steering: -0.102841, steer: -0.109616, speed: 90.000000
 yellow line angle: -0.278641, obstacle angle: 0.314159, obstacle dist: 18.150768, obstacle steering: -0.106081, steer: -0.108010, speed: 90.000000
 yellow line angle: -0.280723, obstacle angle: 0.305432, obstacle dist: 18.347839, obstacle steering: -0.104988, steer: -0.109821, speed: 90.000000
 yellow line angle: -0.281879, obstacle angle: 0.296706, obstacle dist: 18.477444, obstacle steering: -0.107293, steer: -0.109949, speed: 90.000000
 yellow line angle: -0.282539, obstacle angle: 0.287979, obstacle dist: 18.658062, obstacle steering: -0.107914, steer: -0.110818, speed: 90.000000
 yellow line angle: -0.281892, obstacle angle: 0.279252, obstacle dist: 18.907110, obstacle steering: -0.109271, steer: -0.109733, speed: 90.000000
 yellow line angle: -0.280757, obstacle angle: 0.279252, obstacle dist: 18.963749, obstacle steering: -0.108190, steer: -0.110159, speed: 90.000000
 yellow line angle: -0.278918, obstacle angle: 0.287979, obstacle dist: 18.829100, obstacle steering: -0.108142, steer: -0.109964, speed: 90.000000
 yellow line angle: -0.276992, obstacle angle: 0.287979, obstacle dist: 18.888144, obstacle steering: -0.107954, steer: -0.110969, speed: 90.000000
 yellow line angle: -0.275016, obstacle angle: 0.287979, obstacle dist: 18.996841, obstacle steering: -0.108970, steer: -0.112027, speed: 90.000000
 yellow line angle: -0.272126, obstacle angle: 0.287979, obstacle dist: 19.090096, obstacle steering: -0.110038, steer: -0.111108, speed: 90.000000
 yellow line angle: -0.269094, obstacle angle: 0.296706, obstacle dist: 18.979868, obstacle steering: -0.108647, steer: -0.111682, speed: 90.000000
 yellow line angle: -0.265260, obstacle angle: 0.296706, obstacle dist: 19.066162, obstacle steering: -0.109232, steer: -0.110710, speed: 90.000000
 yellow line angle: -0.261040, obstacle angle: 0.296706, obstacle dist: 19.211876, obstacle steering: -0.108279, steer: -0.110449, speed: 90.000000
 yellow line angle: -0.256068, obstacle angle: 0.296706, obstacle dist: 19.328699, obstacle steering: -0.108033, steer: -0.109238, speed: 90.000000
 yellow line angle: -0.250722, obstacle angle: 0.305432, obstacle dist: 19.240501, obstacle steering: -0.106357, steer: -0.108659, speed: 90.000000
 yellow line angle: -0.245990, obstacle angle: 0.305432, obstacle dist: 19.364103, obstacle steering: -0.105796, steer: -0.110180, speed: 90.000000
 yellow line angle: -0.239968, obstacle angle: 0.314159, obstacle dist: 19.375290, obstacle steering: -0.106869, steer: -0.107535, speed: 90.000000
 yellow line angle: -0.234165, obstacle angle: 0.314159, obstacle dist: 19.492899, obstacle steering: -0.104243, steer: -0.107925, speed: 90.000000
 yellow line angle: -0.226190, obstacle angle: 0.314159, obstacle dist: 19.588743, obstacle steering: -0.104650, steer: -0.104650, speed: 90.000000
 yellow line angle: -0.219122, obstacle angle: 0.322886, obstacle dist: 19.584929, obstacle steering: -0.100928, steer: -0.104308, speed: 90.000000
 yellow line angle: -0.211285, obstacle angle: 0.322886, obstacle dist: 19.774334, obstacle steering: -0.100622, steer: -0.102077, speed: 90.000000
 yellow line angle: -0.204324, obstacle angle: 0.322886, obstacle dist: 19.835258, obstacle steering: -0.098403, steer: -0.103316, speed: 90.000000
 yellow line angle: -0.198383, obstacle angle: 0.331612, obstacle dist: 19.793072, obstacle steering: -0.099193, steer: -0.105061, speed: 90.000000
 yellow line angle: -0.192046, obstacle angle: 0.331612, obstacle dist: 19.975309, obstacle steering: -0.100975, steer: -0.103837, speed: 90.000000
 yellow line angle: 0.046587, obstacle angle: 0.104720, obstacle dist: 19.927116, obstacle steering: -0.000690, steer: 0.006601, speed: 90.000000
 yellow line angle: 0.042532, obstacle angle: 0.113446, obstacle dist: 18.740868, obstacle steering: -0.000686, steer: 0.006601, speed: 90.000000
 yellow line angle: 0.038921, obstacle angle: 0.113446, obstacle dist: 17.504147, obstacle steering: -0.001200, steer: 0.006601, speed: 90.000000
 yellow line angle: 0.034624, obstacle angle: 0.130900, obstacle dist: 16.230267, obstacle steering: -0.000737, steer: 0.006601, speed: 90.000000
 yellow line angle: 0.030797, obstacle angle: 0.130900, obstacle dist: 14.875998, obstacle steering: -0.001405, steer: 0.006601, speed: 90.000000
 yellow line angle: 0.027257, obstacle angle: 0.139626, obstacle dist: 13.666490, obstacle steering: -0.001475, steer: 0.006601, speed: 90.000000
 yellow line angle: 0.022439, obstacle angle: 0.148353, obstacle dist: 12.459372, obstacle steering: -0.001558, steer: 0.006601, speed: 90.000000
 yellow line angle: 0.017791, obstacle angle: 0.165806, obstacle dist: 11.211058, obstacle steering: -0.000909, steer: 0.006601, speed: 90.000000
 yellow line angle: 0.012563, obstacle angle: 0.174533, obstacle dist: 10.008756, obstacle steering: -0.000939, steer: -0.002237, speed: 90.000000
 yellow line angle: 0.007276, obstacle angle: 0.209439, obstacle dist: 8.751935, obstacle steering: -0.006871, steer: -0.006871, speed: 90.000000
 yellow line angle: 0.002749, obstacle angle: 0.235619, obstacle dist: 7.540486, obstacle steering: -0.008778, steer: -0.008778, speed: 90.000000
 yellow line angle: -0.002166, obstacle angle: 0.279252, obstacle dist: 6.356595, obstacle steering: -0.004176, steer: -0.010384, speed: 90.000000
 yellow line angle: -0.004492, obstacle angle: 0.314159, obstacle dist: 5.206389, obstacle steering: 0.001939, steer: -0.010384, speed: 90.000000
 yellow line angle: -0.007272, obstacle angle: -0.122173, obstacle dist: 19.034376, obstacle steering: 0.003160, steer: -0.003556, speed: 90.000000
 yellow line angle: -0.008192, obstacle angle: -0.122173, obstacle dist: 17.835171, obstacle steering: 0.003612, steer: -0.003556, speed: 90.000000
 yellow line angle: -0.007830, obstacle angle: -0.130900, obstacle dist: 16.642925, obstacle steering: 0.003601, steer: -0.003556, speed: 90.000000
 yellow line angle: -0.008418, obstacle angle: -0.148353, obstacle dist: 15.413227, obstacle steering: 0.003039, steer: -0.003556, speed: 90.000000
 yellow line angle: -0.007879, obstacle angle: -0.148353, obstacle dist: 14.054197, obstacle steering: 0.003677, steer: -0.003556, speed: 90.000000
 yellow line angle: -0.008428, obstacle angle: -0.157080, obstacle dist: 12.834936, obstacle steering: 0.003684, steer: -0.003556, speed: 90.000000
 yellow line angle: -0.008299, obstacle angle: -0.165806, obstacle dist: 11.631908, obstacle steering: 0.003683, steer: -0.003556, speed: 90.000000
 yellow line angle: -0.008212, obstacle angle: -0.183259, obstacle dist: 10.383142, obstacle steering: 0.002872, steer: -0.003556, speed: 90.000000
 yellow line angle: -0.007175, obstacle angle: -0.209439, obstacle dist: 9.172111, obstacle steering: 0.000867, steer: -0.003556, speed: 90.000000
 yellow line angle: -0.006369, obstacle angle: -0.235619, obstacle dist: 7.972421, obstacle steering: -0.001752, steer: -0.001752, speed: 90.000000
 yellow line angle: -0.005330, obstacle angle: -0.116937, obstacle dist: 10.530434, obstacle steering: 0.010884, steer: 0.010884, speed: 90.000000
 yellow line angle: -0.004129, obstacle angle: -0.091630, obstacle dist: 10.266721, obstacle steering: 0.026310, steer: 0.026310, speed: 90.000000
 yellow line angle: -0.004921, obstacle angle: 0.296706, obstacle dist: 16.910467, obstacle steering: 0.029072, steer: 0.026310, speed: 90.000000
 yellow line angle: -0.006889, obstacle angle: 0.314159, obstacle dist: 15.717192, obstacle steering: 0.030392, steer: 0.026310, speed: 90.000000
 yellow line angle: -0.012023, obstacle angle: 0.322886, obstacle dist: 14.557360, obstacle steering: 0.031317, steer: 0.026310, speed: 90.000000
 yellow line angle: -0.019853, obstacle angle: 0.331612, obstacle dist: 13.579862, obstacle steering: 0.032320, steer: 0.026310, speed: 90.000000
 yellow line angle: -0.145450, obstacle angle: 0.331612, obstacle dist: 19.717196, obstacle steering: -0.062418, steer: -0.067928, speed: 90.000000
 yellow line angle: -0.157827, obstacle angle: 0.322886, obstacle dist: 19.621281, obstacle steering: -0.064214, steer: -0.073179, speed: 90.000000
 yellow line angle: -0.170853, obstacle angle: 0.314159, obstacle dist: 19.596943, obstacle steering: -0.069906, steer: -0.078761, speed: 90.000000
 yellow line angle: -0.185992, obstacle angle: 0.305432, obstacle dist: 19.484268, obstacle steering: -0.075916, steer: -0.087886, speed: 90.000000
 yellow line angle: -0.200483, obstacle angle: 0.305432, obstacle dist: 19.248055, obstacle steering: -0.085006, steer: -0.091417, speed: 90.000000
 yellow line angle: -0.213627, obstacle angle: 0.296706, obstacle dist: 19.245594, obstacle steering: -0.088990, steer: -0.093292, speed: 90.000000
 yellow line angle: -0.224855, obstacle angle: 0.287979, obstacle dist: 19.241991, obstacle steering: -0.091318, steer: -0.093614, speed: 90.000000
 yellow line angle: -0.235445, obstacle angle: 0.287979, obstacle dist: 19.060926, obstacle steering: -0.091621, steer: -0.096399, speed: 90.000000
 yellow line angle: -0.246114, obstacle angle: 0.287979, obstacle dist: 18.930725, obstacle steering: -0.094393, steer: -0.100700, speed: 90.000000
 yellow line angle: -0.255676, obstacle angle: 0.279252, obstacle dist: 18.992105, obstacle steering: -0.099160, steer: -0.102411, speed: 90.000000
 yellow line angle: -0.265398, obstacle angle: 0.279252, obstacle dist: 18.862906, obstacle steering: -0.100860, steer: -0.106755, speed: 90.000000
 yellow line angle: -0.274169, obstacle angle: 0.279252, obstacle dist: 18.764187, obstacle steering: -0.105196, steer: -0.108691, speed: 90.000000
 yellow line angle: -0.281114, obstacle angle: 0.279252, obstacle dist: 18.720528, obstacle steering: -0.107128, steer: -0.108460, speed: 90.000000
 yellow line angle: -0.286621, obstacle angle: 0.270526, obstacle dist: 18.813334, obstacle steering: -0.107369, steer: -0.108683, speed: 90.000000
 yellow line angle: -0.291477, obstacle angle: 0.270526, obstacle dist: 18.738420, obstacle steering: -0.107587, steer: -0.110341, speed: 90.000000
 yellow line angle: -0.297686, obstacle angle: 0.270526, obstacle dist: 18.714325, obstacle steering: -0.109244, steer: -0.116387, speed: 90.000000
 yellow line angle: -0.302920, obstacle angle: 0.270526, obstacle dist: 18.685703, obstacle steering: -0.115288, steer: -0.117564, speed: 90.000000
 yellow line angle: -0.307742, obstacle angle: 0.270526, obstacle dist: 18.653389, obstacle steering: -0.116463, steer: -0.119791, speed: 90.000000
 yellow line angle: -0.310889, obstacle angle: 0.270526, obstacle dist: 18.689537, obstacle steering: -0.118692, steer: -0.119092, speed: 90.000000
 yellow line angle: -0.311779, obstacle angle: 0.270526, obstacle dist: 18.743006, obstacle steering: -0.117997, steer: -0.117997, speed: 90.000000
 yellow line angle: -0.311483, obstacle angle: 0.270526, obstacle dist: 18.789898, obstacle steering: -0.116905, steer: -0.116905, speed: 90.000000
 yellow line angle: -0.310051, obstacle angle: 0.279252, obstacle dist: 18.705271, obstacle steering: -0.115341, steer: -0.115341, speed: 90.000000
 yellow line angle: -0.307419, obstacle angle: 0.279252, obstacle dist: 18.789703, obstacle steering: -0.113784, steer: -0.114112, speed: 90.000000
 yellow line angle: -0.304374, obstacle angle: 0.279252, obstacle dist: 18.827242, obstacle steering: -0.112559, steer: -0.114349, speed: 90.000000
 yellow line angle: -0.300872, obstacle angle: 0.287979, obstacle dist: 18.712944, obstacle steering: -0.112320, steer: -0.114366, speed: 90.000000
 yellow line angle: -0.297514, obstacle angle: 0.279252, obstacle dist: 19.015299, obstacle steering: -0.112828, steer: -0.115600, speed: 90.000000
 yellow line angle: -0.295103, obstacle angle: 0.270526, obstacle dist: 19.286472, obstacle steering: -0.114535, steer: -0.118662, speed: 90.000000
 yellow line angle: -0.291295, obstacle angle: 0.261799, obstacle dist: 19.576679, obstacle steering: -0.118060, steer: -0.118060, speed: 90.000000
 yellow line angle: -0.278226, obstacle angle: 0.261799, obstacle dist: 19.913538, obstacle steering: -0.113857, steer: -0.113857, speed: 90.000000
 yellow line angle: -0.271923, obstacle angle: 0.331612, obstacle dist: 19.549614, obstacle steering: -0.109683, steer: -0.111847, speed: 90.000000
 yellow line angle: -0.267419, obstacle angle: 0.314159, obstacle dist: 18.219501, obstacle steering: -0.108325, steer: -0.115925, speed: 90.000000
 yellow line angle: -0.263600, obstacle angle: 0.296706, obstacle dist: 17.132744, obstacle steering: -0.113199, steer: -0.117921, speed: 90.000000
